exp_id,config_name,n,runs,rev_rate,frob_from_rank1_median,frob_from_rank1_iqr,frob_from_rank1_min,frob_from_rank1_max,macro_gap_median,macro_gap_iqr,macro_gap_min,macro_gap_max,sigma_median,sigma_iqr,sigma_min,sigma_max,sigma_u_median,sigma_u_iqr,sigma_u_min,sigma_u_max,sigma_ratio_median,sigma_ratio_iqr,sigma_ratio_min,sigma_ratio_max,tau_median,tau_iqr,tau_min,tau_max,active_tau_median,active_tau_iqr,active_tau_min,active_tau_max,budget_median,budget_iqr,budget_min,budget_max,macro_n_median,macro_n_iqr,macro_n_min,macro_n_max,trans_ep_median,trans_ep_iqr,trans_ep_min,trans_ep_max,budget_ratio_median,budget_ratio_iqr,budget_ratio_min,budget_ratio_max
EXP-106,A13_A21_A19,128,10,0.0,1.036668489143171,0.18001583851622627,0.7162920362318628,1.4431742008130843,0.465679793944021,0.05556732590066177,0.24384162258686815,0.572905717625544,0.9655851803148838,0.8763707686359601,0.17060981179074144,4.207187012294481,1.3945049196721377,1.3767264331229052,0.5302916534149049,5.546497629943992,0.004259406849023315,0.0038094624593006028,0.0009432902804615524,0.018355815974049568,1.0,0.0,1.0,2.0,,,,,20.406919824836056,7.499904308919469,9.204593077337616,25.4997088093802,8.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.032858216552577736,0.012075976287522196,0.014820782127316811,0.0410583743788007
EXP-106,boost_1.0,128,10,0.0,1.032760699666483,0.08026029157370618,0.9064313141601753,1.3282135464746634,0.4628910708289484,0.07603380006141158,0.26076423243867974,0.5353051995503102,1.0217086217937998,0.6861469180823894,0.3828762439704097,5.867885940010269,1.5826592265089325,0.8207403240216002,0.4777703117038855,8.248940856716153,0.0044312476077162655,0.0029291020909939574,0.0016823056356733148,0.026392445736398783,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,16.002765885127854,11.330453986516,5.766394732706202,28.15498081665271,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.025766864936362766,0.018243738590811628,0.009284764603441383,0.045333762500567816
EXP-106,boost_4.0,128,10,0.0,1.0290499125449244,0.1480875226538858,0.6639306156837221,1.134876540931601,0.46591069651190814,0.05578037245108136,0.3240261570552314,0.6069540207374581,1.028572927422408,2.6662717482931835,0.36059071239363494,4.04526759607094,2.081594443088514,3.567358847103796,0.526809361197159,5.477848947074676,0.004420263226475115,0.0118929458735632,0.0015661301939879396,0.019534564802823434,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,13.785877514666467,11.532804752956363,6.27540769116981,27.691233022523516,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.022197340540973193,0.018569553822132604,0.010104352182597259,0.044587058658142165
EXP-106,boost_3.0,128,10,0.0,1.0191302096239157,0.19188939598699573,0.7018177210882391,1.249191590915271,0.48695094345028966,0.10977790443357305,0.3793974892504296,0.7146967495446945,1.372990207049035,1.9066749928004891,0.3515098796334898,11.742507506582836,1.633920673133317,2.462270152916004,0.7117462658657048,13.805918659049093,0.006044249534236796,0.008702541535115169,0.0019472947166282448,0.051771753825165696,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,19.314533948970457,7.865904081622709,12.41401128399587,28.854246552982875,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.03109931065319331,0.012665291083331854,0.01998842914839339,0.046459685726089134
EXP-106,boost_0.5,128,10,0.0,1.0188624405232618,0.12222988558301595,0.5400902953538035,1.2224566521624172,0.4831515650745739,0.08250329453246363,0.3881196150461096,0.736396935622065,0.595405949219672,0.5022508999457527,0.14433274790663556,2.344836583756726,0.8193816504062348,0.6981938569316487,0.41482985814542206,2.6931903850447574,0.002832389111739061,0.0023039502721180377,0.0008318630315940789,0.009966397748469573,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,18.428683564998316,13.083995850368469,8.88946669942657,32.46370324572937,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.029672958023811404,0.02106720527716336,0.01431338116452042,0.052271455001679366
EXP-106,A13_A18_A19,128,10,0.0,1.0169558587603504,0.1571793901270957,0.7162920362318628,1.1722686292373683,0.4725906199133125,0.09396279815734554,0.3561801518767811,0.572905717625544,0.7031153527981807,0.32156471736019077,0.17060981179074144,3.8118493349150526,1.0132162728455847,0.6690533362399517,0.5302916534149049,4.816977226822943,0.0030805400010446415,0.0014425804421133812,0.0009432902804615524,0.01652523790804919,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,18.91241743633551,11.648109428535758,8.123499126566344,30.900773098557856,8.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.03045184246274911,0.01875521172799165,0.013080057929199878,0.049754901907281816
EXP-106,chain_A24,128,10,0.0,1.0167997868625802,0.07012730224255459,0.9553892621044162,1.1232847636385577,0.48174001765640345,0.02659712862575425,0.43141369697120235,0.5179263433582674,1.192318719462096,0.9383577982106642,0.6204343626560402,2.5038815179170686,1.7891742685292997,1.28678465853001,0.8227793912903258,3.8299325847589145,0.005216124728955419,0.00395189184803667,0.0026418573233834663,0.010608851943905116,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,21.036564994397636,14.386790465807223,7.747043527631941,49.548289307667986,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.03387204017271857,0.023164900959072213,0.012473907677305295,0.079780213469536
EXP-106,boost_0.1,128,10,0.0,0.9912165511845288,0.09194197053829112,0.7183368954535662,1.1758823493595063,0.4998943302542064,0.08443124188928519,0.40915662932617414,0.6134582913051407,1.8161067729509326,1.2535674886260342,0.27186772066799325,2.9125588711471986,2.4643793534156924,1.7126483063473588,0.6852907422647422,3.7846273221623283,0.008171052545957312,0.0069967518895744105,0.0015995141000508459,0.012536615627983702,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,16.335146071426713,2.5934302939920713,5.957759881057299,31.79189424856528,8.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.026302047131076062,0.004175813642894606,0.009592891333938154,0.051189741264365506
EXP-106,baseline,128,10,0.0,0.9877405919814497,0.11050422384705705,0.6638003398814427,1.1926473451921584,0.46792502081088927,0.03181588109600186,0.4142450237725519,0.6167919773147748,0.7120637855257006,0.5402658732975898,0.16716256294050047,3.563465222596621,0.8781651815548477,0.5577885967450205,0.35536414598824567,4.355298163629641,0.0032156920316577043,0.002602014862885452,0.0009329843962219335,0.01624682940047134,1.0,0.0,1.0,2.0,,,,,20.973466935855576,16.853210438457257,4.068519098192973,38.82551729544997,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.03377044278862443,0.027136208842210265,0.006550928936077054,0.06251493444430173
EXP-107,chain_A24,32,10,0.8,1.4624522496016081,0.15620040510386213,0.9760643736898023,1.8186118432527352,0.4048808423745962,0.05319184246863651,0.33816435515458754,0.4301568368819205,7.818757674787898e-11,2.4162095700151647e-11,5.449538097176525e-11,1.0923596907642876e-10,23.446705234761488,3.849595562218987,21.15361128944264,28.674933043198514,5.5765119409785446e-08,5.446439004183375e-08,1.3007293679516936e-09,1.102295094516192e-07,12.5,16.25,5.0,96.0,12.5,16.25,5.0,96.0,110.90354888959125,0.0,110.90354888959125,110.90354888959125,5.5,2.0,4.0,8.0,0.004397036447866963,0.01672961698736032,0.0,3.463671282710525,1.0,0.0,1.0,1.0
EXP-107,full_action,32,10,1.0,1.3739142647666571,0.07184490749842576,0.8973223805133883,1.8011450437255845,0.3914884173290155,0.00976625557447569,0.37301678184681186,0.4122430524371238,6.385487832862283e-11,1.0011756053754499e-11,5.677949993042015e-11,8.943551787731186e-11,22.327627418495737,0.8923818057843356,14.237677866880155,30.619128173379845,,,,,195.5,123.75,59.0,356.0,195.5,123.75,59.0,356.0,110.90354888959125,0.0,33.90914580864481,110.90354888959125,5.0,0.0,4.0,7.0,4.25652609581037e-07,2.747090080986933e-06,0.0,0.010835803981529427,1.0,0.0,0.305753478118204,1.0
EXP-107,sbrc,32,10,0.8,1.3700089458904277,0.20590271174535668,0.9686249313161485,1.5935966202521634,0.3913735513451686,0.0047553073672647606,0.2506030370983674,0.39811433432460386,7.299702267136448e-11,1.66377516423064e-11,6.048770205044196e-11,8.190204870434142,22.296491256889304,5.419813043404563,1.3472866983722218,22.360175739165282,0.040447813786193235,0.03302840448042539,0.007419409305767846,0.07347621826661863,66.0,35.0,1.0,1637.0,,,,,19.004479706996168,8.09710253880538,3.171170526616302,34.02251516643599,5.0,0.75,4.0,7.0,8.239936510889834e-18,2.0816681711721685e-17,0.0,2.0416038767553935e-08,0.17136042892473946,0.07301031048939974,0.028593949953516135,0.30677571193241715
EXP-107,chain,32,10,0.6,1.3260238395077963,0.11959099484860536,1.0468264964486669,1.5805705832288828,0.38874830516139464,0.04912987787005285,0.0,0.47246994200432935,8.092321427370134e-11,2.5353602696980387e-11,6.938893903907228e-17,9.59228010774742e-11,22.299743416089463,0.9932663175366301,8.244339075510164,25.806091023829133,,,,,29.0,27.5,8.0,10000.0,29.0,27.5,8.0,10000.0,110.90354888959125,0.0,110.90354888959125,110.90354888959125,7.0,0.75,5.0,8.0,0.00010321150122026557,0.00045337705228746215,0.0,0.053869556425586954,1.0,0.0,1.0,1.0
EXP-107,A19_only,32,10,0.8,1.2298064901925563,0.1621022834178807,1.047061980167039,1.4472705884630161,0.3945772123608473,0.036706459455821516,0.0,0.4214666863814388,6.920600903048594e-11,1.2017400110001993e-11,-2.7755575615628914e-16,9.499374417633923e-11,22.392733579806773,3.7695581392284225,14.314962582180936,26.46306231899236,,,,,16.5,12.25,9.0,10000.0,,,,,110.90354888959125,0.0,110.90354888959125,110.90354888959125,6.0,0.75,5.0,6.0,3.884772650099484e-05,7.96188938004018e-05,0.0,0.12261085520997558,1.0,0.0,1.0,1.0
